method,k,n_train,n_test,threshold,test_exact_match,test_f1,test_precision,test_recall,test_legal,train_exact_match,train_f1,placement_part_top1,placement_part_top3,placement_part_top10,placement_mean_gold_rank,placement_max_gold_rank,missed_stack_top1,location_region_top1,wrong_support_part_top1,false_stack_top1
placement,40,40,100,,0.6299999952316284,0.918982850384388,0.9119718309859155,0.9261025029797377,1.0,1.0,1.0,0.8258258258258259,0.9099099099099099,0.972972972972973,1.7147147147147148,13.0,13.0,39.0,1.0,5.0
placement,30,30,100,,0.6100000143051147,0.9200710479573713,0.9141176470588235,0.9261025029797377,1.0,1.0,1.0,0.8138138138138138,0.8738738738738738,0.990990990990991,1.8738738738738738,12.0,11.0,44.0,2.0,5.0
