source_file,K,condition,feature_source,transition_mask_source,transition_supervision,direct_object_tokens,object_type_source,scoring_head_type,n_labeled_samples,n_labeled_states,best_val_f1,best_threshold,precision,recall,f1,macro_f1,exact_match,type_acc,pred_pos_rate,label_pos_rate,avg_prob
experiments/saved_legacy_pddl_pos1_adj_k20_e10_sub1024_20260530_203637/fewshot_structural_results.json,20,adjacent,cached_dinov3,pddl,static_pddl_weak,False,oracle,legacy,20,20,0.4000000059604645,0.05000000074505806,0.25,1.0,0.4000000059604645,0.38202112913131714,0.0,0.7340167760848999,1.0,0.25,0.9760811924934387
experiments/saved_legacy_pddl_conservative_pos1_adj_k20_e10_sub1024_20260530_203637/fewshot_structural_results.json,20,adjacent,cached_dinov3,pddl_conservative,static_pddl_weak,False,oracle,legacy,20,20,0.4000000059604645,0.05000000074505806,0.25,1.0,0.4000000059604645,0.38202112913131714,0.0,0.7302689552307129,1.0,0.25,0.9756907820701599
